採樣時間,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標,空氣品質指標
43279.20833,121.01372,24.77834,0.61,3.4,20.6,16.3,8.4,28,16,1,1.92,0.25,2.17,206.5,0.1,25.7,77.1,0,21
43279.25,121.01627,24.766508,0.56,4.3,6.6,10.9,10,21,9,3.6,1.98,0.12,2.1,216,0.4,25.7,79.4,0,24
43279.25,120.989823,24.778,0.46,7.3,31,38.4,18.9,25,15,2.7,2.07,0.12,2.19,213,0.9,26.6,74.2,0,47
43279.25,121.01372,24.77834,0.54,3.6,9.7,10.9,13.7,26,13,1.7,1.93,0.27,2.2,120,0.2,26.7,73.6,0,24
43279.29167,121.01627,24.766508,0.76,7.1,9.7,16.8,14.6,20,11,4.1,1.96,0.13,2.1,239,1,28.5,70.4,0,28
43279.29167,121.01372,24.77834,0.7,11.7,18.6,16.8,15.1,20,15,2.4,1.94,0.26,2.2,216.1,0.2,29.1,67.4,0,28
43279.33333,121.01627,24.766508,0.89,9.8,15.9,25.7,22.8,23,10,5.8,1.92,0.18,2.1,253,2.3,30.4,66.3,0,28
43279.33333,120.989823,24.778,0.55,3.9,14.2,18.1,33.4,26,12,4.9,1.93,0.15,2.08,264,1.9,30.5,65.2,0,45
43279.33333,121.01372,24.77834,0.67,4.5,11.4,25.7,26.9,20,16,3,1.89,0.24,2.13,278,1.1,30.9,64.2,0,28
43279.375,121.01627,24.766508,0.67,7.6,14.3,21.9,27.4,21,9,5.6,1.93,0.15,2.07,269,2.7,30.6,67.5,0,27
43279.375,120.989823,24.778,0.49,2.1,6.5,8.5,39.2,23,10,4,2.02,0.1,2.13,282,2.9,30.2,69.2,0,43
43279.375,121.01372,24.77834,0.71,2.7,10.8,21.9,32.8,38,15,2.6,1.89,0.33,2.22,283.6,1.2,31.1,66.7,0,27
43279.41667,121.01627,24.766508,0.62,4,9.5,13.5,36.5,20,9,5.1,1.92,0.13,2.05,274,2.9,31.3,67,0,28
43279.41667,120.989823,24.778,0.47,1.1,6,7.1,43.4,23,7,3,1.99,0.13,2.13,282,3,30.6,68.5,0,38
43279.41667,121.01372,24.77834,0.61,1.7,7,13.5,41,37,16,0.6,1.9,0.24,2.14,278,1.2,31.8,64.9,0,28
43279.45833,121.01627,24.766508,0.67,3.4,9.9,13.3,42,26,9,5.5,1.89,0.15,2.04,272,2.9,31.9,65.4,0,27
43279.45833,120.989823,24.778,0.47,1.5,7.1,8.7,49.3,25,6,3.4,1.96,0.13,2.1,279,2.5,31.5,65.2,0,34
43279.45833,121.01372,24.77834,0.63,1.3,6.1,13.3,46.3,22,13,1.5,1.92,0.24,2.16,273.1,1.3,32.5,63,0,27
43279.5,121.01627,24.766508,0.62,3.1,9.4,12.5,47.2,27,11,5,1.91,0.13,2.04,264,2.8,32.8,61.1,0,29
43279.5,120.989823,24.778,0.45,0.9,5,5.9,48.7,21,9,3.8,2,0.1,2.11,279,2.7,32.2,61.6,0,33
43279.5,121.01372,24.77834,0.61,1.2,5.8,12.5,48.4,24,13,0.7,1.92,0.27,2.19,274.7,1.5,33.1,59.2,0,29
43279.54167,121.01627,24.766508,0.6,5.1,11.6,16.7,36.5,22,11,4.7,1.91,0.15,2.06,279,3.5,32.6,63,0,31
43279.54167,120.989823,24.778,0.43,0.7,3.3,4,43.2,16,7,3.6,1.96,0.12,2.09,285,3.5,31.6,66.5,0,34
43279.58333,121.01627,24.766508,0.55,4,9.5,13.5,37.8,22,9,5.1,1.92,0.14,2.06,276,3.5,32.3,63.8,0,31
43279.58333,120.989823,24.778,0.4,1.3,5.5,6.7,46.1,20,6,3.7,1.95,0.13,2.08,280,3.1,31.7,64.5,0,38
43279.625,121.01627,24.766508,0.58,3.8,8,11.7,34.2,23,8,4.8,1.92,0.13,2.05,280,3.4,32,65.4,0,33
43279.625,120.989823,24.778,0.37,0.8,4.9,5.7,41.5,20,6,3.5,2,0.09,2.09,280,2.9,31.6,64.9,0,40
43279.66667,121.01627,24.766508,0.61,4.9,9.1,14,24.4,18,3,4.4,1.88,0.13,2,276,3.2,31,67.5,0,33
43279.66667,120.989823,24.778,0.34,0.6,3.5,4.1,30.6,12,0,2.4,1.96,0.11,2.08,284,3,30.6,68,0,40
43279.70833,121.01627,24.766508,0.73,5.5,10.7,16.2,17.5,12,3,4.3,1.89,0.13,2.02,269,2.2,31.1,66.4,0,32
43279.70833,120.989823,24.778,0.37,0.9,6.9,7.9,26.9,11,0,1.8,1.94,0.12,2.07,275,1.8,30.7,67.2,0,38
43279.75,121.01627,24.766508,0.72,4.4,14.7,19.1,13.1,14,4,5.3,1.93,0.12,2.06,256,1.5,30.2,70.6,0,30
43279.75,120.989823,24.778,0.42,1.3,13,14.3,22.5,13,3,2.9,1.97,0.12,2.1,274,1.3,29.8,73.5,0,36
43279.79167,121.01627,24.766508,0.72,2.7,14.3,17,14.5,16,6,5.1,1.93,0.18,2.11,238,1,29.1,72.7,0,26
43279.79167,120.989823,24.778,0.44,1.5,17.1,18.7,21.3,18,4,3,1.99,0.13,2.13,251,0.9,28.8,77.9,0,32
43279.79167,121.01372,24.77834,0.72,1,15.8,17,13.2,15,7,0.4,1.89,0.31,2.2,275.3,0.4,29.7,73,0,26
43279.83333,121.01627,24.766508,0.56,1.4,7.8,9.2,18.6,18,8,4.2,1.95,0.17,2.12,216,0.5,28.1,75.1,0,23
43279.83333,120.989823,24.778,0.47,1.5,27.1,28.6,19.2,25,9,2.9,2.03,0.15,2.19,201,0.9,28.7,75.4,0,29
43279.875,121.01627,24.766508,0.63,0.9,8.8,9.7,14.9,20,4,4,1.97,0.13,2.1,257,0.3,27.5,79.6,0,20
43279.875,120.989823,24.778,0.47,4.7,27,31.7,14,27,13,2.7,2.08,0.12,2.21,177,1,28.2,76.4,0,26
43279.91667,121.01627,24.766508,0.6,1.2,9.6,10.8,13.2,19,3,4,1.93,0.15,2.08,203,0.2,26.8,84.5,0,19
43279.91667,120.989823,24.778,0.41,4.1,23.5,27.6,15.8,25,13,2.8,2.04,0.13,2.18,176,1,27.7,79.2,0,26
43279.95833,121.01627,24.766508,0.53,1.1,8.1,9.2,13.4,22,6,3.8,1.92,0.14,2.06,169,0.3,26.3,85.9,0,19
43279.95833,120.989823,24.778,0.47,5.2,25.5,30.8,15.2,28,14,3,2,0.11,2.12,166,1.4,27.4,80.4,0,31
43280,121.01627,24.766508,0.54,1.5,8.7,10.2,10.4,21,8,3.4,1.96,0.13,2.09,231,0.2,26.2,85.9,0,19
43280,120.989823,24.778,0.55,5.7,24.1,29.9,13.8,30,17,2.7,2.05,0.12,2.18,166,1.5,27.1,80.3,0,35
43280.04167,121.01627,24.766508,0.57,2.8,7.3,10.2,9.1,19,9,3.6,2.01,0.07,2.09,240,0.2,25.9,87,0,20
43280.04167,120.989823,24.778,0.57,5.5,24.1,29.6,13.1,28,14,2.9,2.12,0.09,2.22,162,1.3,26.7,81.8,0,37
43280.08333,121.01627,24.766508,0.57,1,4.5,5.5,12.2,21,9,3.5,1.97,0.1,2.07,195,0.4,25.4,88.1,0,22
43280.08333,120.989823,24.778,0.44,0.3,15.7,15.9,18.6,23,13,2.6,2.06,0.13,2.19,267,0.9,26.9,79.6,0,38
43280.125,121.01627,24.766508,0.6,1,6.9,7.9,10.3,19,9,3.4,1.97,0.11,2.08,152,0.3,25.4,87.1,0,24
43280.125,120.989823,24.778,0.49,3.5,22,25.5,15.9,21,12,2.7,2.03,0.11,2.14,200,0.7,26.8,80.4,0,38
43280.125,121.01372,24.77834,0.53,0.7,10.8,7.9,12,18,13,1.6,2.03,0.23,2.26,330,0.1,27,80.9,0,24
43280.16667,121.01627,24.766508,0.59,1.1,8.1,9.2,8.8,18,10,3.6,1.99,0.12,2.11,197,0.4,26,85.4,0,26
43280.16667,120.989823,24.778,0.46,2.3,22.7,25,16,25,12,2.7,2.01,0.13,2.15,194,0.7,26.8,82.1,0,38
43280.16667,121.01372,24.77834,0.54,0.4,9.9,9.2,11.7,15,11,2.7,1.94,0.24,2.18,276,0.4,27.5,79.1,0,26
43280.20833,121.01627,24.766508,0.56,3.1,8.7,11.8,6.2,17,9,3.4,1.98,0.13,2.11,238,0.4,26,86.5,0,26
43280.20833,120.989823,24.778,0.5,10.8,21.5,32.4,8,27,14,3.4,2.05,0.13,2.18,177,1.2,26.3,84.5,0,39
43280.20833,121.01372,24.77834,0.63,3.2,17.5,11.8,8,19,14,0.8,1.92,0.25,2.17,158.8,0.8,27.1,81.5,0,26
43280.25,121.01627,24.766508,0.66,7.3,8.3,15.7,9,19,8,3.7,1.96,0.12,2.09,259,0.8,27.1,81.1,0,27
43280.25,120.989823,24.778,0.47,7,14.4,21.4,13.3,23,14,3.4,2.05,0.1,2.15,190,1.2,27.2,81.2,0,41
43280.25,121.01372,24.77834,0.61,4.2,11.7,15.7,11.8,25,16,1.3,1.89,0.24,2.13,202.1,0.1,27.6,78.8,0,27
43280.29167,121.01627,24.766508,0.86,13.2,10.1,23.3,11,20,8,3.9,1.92,0.17,2.09,255,1.9,29.5,70.2,0,27
43280.29167,121.01372,24.77834,0.61,4.1,7,23.3,14.4,22,14,0.4,1.9,0.24,2.14,281.9,1,30,67.8,0,27
43280.33333,121.01627,24.766508,0.87,12.4,10.5,22.8,13.2,17,7,4.6,1.9,0.19,2.09,249,2.3,30.4,64.3,0,25
43280.33333,120.989823,24.778,0.37,3.5,10.2,13.7,23.1,20,9,3.4,1.97,0.14,2.11,210,1.4,30.4,64.3,0,41
43280.33333,121.01372,24.77834,0.6,4.6,8.4,22.8,15.8,18,9,3.6,1.89,0.24,2.13,282,0.7,30.7,62.6,0,25
43280.375,121.01627,24.766508,0.62,8.6,9.4,18.1,19.6,14,3,3.9,1.91,0.13,2.04,258,2.3,32.1,57.3,0,22
43280.375,120.989823,24.778,0.25,2.6,7,9.5,28.9,15,5,3.3,1.97,0.1,2.07,275,2.2,32.1,58,0,36
43280.375,121.01372,24.77834,0.54,3.4,6.7,18.1,23.7,15,6,1.4,1.88,0.24,2.12,275.2,1.3,32.5,55.3,0,22
43280.41667,121.01627,24.766508,0.72,7.9,15.9,23.8,29.2,21,3,4.7,1.91,0.15,2.06,281,4.4,31.6,66.7,0,20
43280.41667,120.989823,24.778,0.43,1.9,7.9,9.7,40.2,15,4,4.3,1.94,0.12,2.07,287,3.6,31.3,67.4,0,31
43280.41667,121.01372,24.77834,0.64,2.3,7.4,23.8,36.3,15,9,1.2,1.91,0.25,2.16,283.8,1.4,32.9,61.8,0,20
43280.45833,121.01627,24.766508,0.7,4.3,11.9,16.2,38.2,29,10,5.7,1.93,0.15,2.07,277,4.1,31.6,67.7,0,22
43280.45833,120.989823,24.778,0.46,1.3,6.2,7.5,44.3,22,6,4.9,1.92,0.12,2.05,286,3.8,31,68.1,0,27
43280.45833,121.01372,24.77834,0.66,1.5,7.2,16.2,44.4,21,13,3,1.93,0.25,2.18,276.3,1.8,32.1,64.9,0,22
43280.5,121.01627,24.766508,0.61,5.9,8.2,14.1,22.5,21,9,4.7,1.9,0.11,2.02,278,3.8,31.3,68.2,0,23
43280.5,120.989823,24.778,0.35,1,3.9,4.9,27.5,19,3,2.9,1.96,0.07,2.04,281,3.2,30.9,66.6,0,24
43280.54167,121.01627,24.766508,0.56,6.3,6.7,13,19.7,12,1,5.3,1.87,0.12,1.99,278,3.7,31.6,63.1,0,21
43280.54167,120.989823,24.778,0.33,1.9,3.5,5.5,24,8,0,2.6,1.96,0.09,2.05,283,3.3,31.1,62.8,0,26
43280.54167,121.01372,24.77834,0.54,4.2,5.6,13,21.8,10,8,2.7,1.85,0.23,2.08,283.9,1.4,32.4,60.5,0,21
43280.58333,121.01627,24.766508,0.57,6.6,8.6,15.2,21.2,10,1,4.2,1.87,0.13,2,267,2.6,32.6,58.4,0,20
43280.58333,120.989823,24.778,0.31,1,2,3,24.9,4,2,2.3,1.96,0.12,2.08,286,2.9,31.8,59.2,0,27
43280.58333,121.01372,24.77834,0.54,6.3,8.2,15.2,22.7,9,5,3.7,1.86,0.24,2.1,279.5,1.1,33.2,56.6,0,20
43280.625,121.01627,24.766508,0.69,3.4,7.6,11,27.8,10,3,4.4,1.9,0.12,2.01,259,1.9,32.3,61,0,22
43280.625,120.989823,24.778,0.33,0.8,3.6,4.4,33.3,6,3,2.8,1.98,0.1,2.08,283,2.6,32,60.3,0,29
43280.625,121.01372,24.77834,0.55,1.2,4.4,11,32.1,12,6,3.2,1.86,0.25,2.11,274.8,1,32.9,58.9,0,22
43280.66667,121.01627,24.766508,0.88,4.5,8.8,13.2,24.2,13,3,4.7,1.91,0.15,2.06,263,2,32.2,60.5,0,23
43280.66667,120.989823,24.778,0.32,1.5,6.3,7.8,30.9,9,5,2.8,1.95,0.11,2.07,254,1.8,32.5,58.5,0,30
43280.66667,121.01372,24.77834,0.57,1.4,5.5,13.2,29.3,12,8,4,1.85,0.22,2.07,282.9,0.9,32.9,58.1,0,23
43280.70833,121.01627,24.766508,0.97,2.3,8.9,11.2,28.6,15,4,4.6,1.91,0.13,2.04,198,0.8,32,63.1,0,24
43280.70833,120.989823,24.778,0.37,3,16.9,19.9,30.1,11,5,3.3,1.96,0.14,2.11,186,1.3,32.1,59.7,0,30
43280.70833,121.01372,24.77834,0.67,1.1,9.7,11.2,30.4,13,7,2.3,1.84,0.25,2.09,170.6,0.6,32.2,61.2,0,24
43280.75,121.01627,24.766508,0.82,1.1,5.2,6.3,31.7,15,5,4.3,1.91,0.1,2.01,198,0.6,30.7,67.5,0,25
43280.75,120.989823,24.778,0.44,2.7,18.8,21.5,25.6,13,5,2.7,1.97,0.09,2.07,254,1.4,30.6,67.6,0,28
43280.75,121.01372,24.77834,0.67,0.8,8.9,6.3,29.9,14,10,1.7,1.85,0.25,2.1,183.5,0.2,31.3,64.7,0,25
43280.79167,121.01627,24.766508,1,3.9,14.5,18.4,14.1,20,5,3.9,1.92,0.14,2.05,136,1.7,28.3,82.6,0,22
43280.79167,120.989823,24.778,0.43,1.6,11.5,13.1,20.6,10,3,2.9,1.92,0.1,2.03,274,1.4,29,75.2,0,25
43280.79167,121.01372,24.77834,0.76,0.8,13.4,18.4,16,16,8,1.1,1.88,0.24,2.12,174.2,0.3,28.1,87.4,0,22
43280.83333,121.01627,24.766508,0.88,4.8,21.2,26,15.7,29,10,3.4,1.94,0.16,2.09,103,1.8,25.5,91.8,0,21
43280.83333,120.989823,24.778,0.59,4.3,26.8,31.1,17.3,10,3,2.8,1.94,0.12,2.06,116,1.3,27.9,81.1,0,25
43280.83333,121.01372,24.77834,0.77,0.9,13,26,20.7,15,5,0.6,1.96,0.28,2.24,127.6,0.5,26.2,93.6,0,21
43280.875,121.01627,24.766508,0.79,1.5,9.3,10.9,18.6,25,12,3.5,1.93,0.11,2.04,123,0.9,25,91.3,0,22
43280.875,120.989823,24.778,0.59,3.2,34,37.2,19.6,18,8,3.4,1.98,0.13,2.11,142,1.2,26.7,82,0,32
43280.875,121.01372,24.77834,0.68,0.7,20.7,10.9,22.3,9,6,0.9,1.89,0.25,2.14,154.4,0.6,25.4,91.6,0,22
43280.91667,121.01627,24.766508,0.75,2,16.1,18.1,8.5,23,14,3.4,1.91,0.14,2.05,211,0.6,24.4,93.9,0,27
43280.91667,120.989823,24.778,0.64,5.4,44.9,50.2,14.5,23,14,4.3,1.98,0.12,2.11,149,1.1,26.6,78.3,0,42
43280.91667,121.01372,24.77834,0.71,0.8,20.8,18.1,18.1,9,8,4,1.91,0.24,2.15,171.3,0.5,25,90.8,0,27
43280.95833,121.01627,24.766508,0.67,1.1,7.6,8.7,9.1,22,13,3.5,1.91,0.11,2.02,207,0.6,24.2,95,0,31
43280.95833,120.989823,24.778,0.47,3.6,25.1,28.7,24.6,21,15,2.8,1.97,0.14,2.11,208,0.7,26.3,80,0,25
43280.95833,121.01372,24.77834,0.82,1.5,18.8,8.7,11.3,14,11,4.6,1.93,0.26,2.19,155.8,0.4,25,93.6,0,31
43281,121.01627,24.766508,0.7,1.2,8.3,9.4,10.8,15,1,3,1.93,0.09,2.02,182,0.4,24.7,95.7,0,26
43281,120.989823,24.778,0.5,0.4,15,15.3,26,17,10,3,2.03,0.13,2.16,306,0.7,27.1,77.2,0,29
43281,121.01372,24.77834,0.76,0.9,22,9.4,9.6,18,15,3.6,1.93,0.24,2.17,143.7,0.1,25.4,93.5,0,26
43281.04167,121.01627,24.766508,0.76,2.7,16.7,19.5,3.6,26,7,2.8,2.04,0.1,2.13,102,0.2,25.1,95.9,0,25
43281.04167,120.989823,24.778,0.59,5.4,25.2,30.5,16.4,21,13,3.1,2.03,0.09,2.13,158,1,26.8,82.1,0,33
43281.04167,121.01372,24.77834,0.71,1,22.6,19.5,9.2,17,16,3,1.97,0.25,2.22,151,0.6,26,92.3,0,25
43281.08333,121.01627,24.766508,0.68,1.5,7.3,8.8,7.3,28,9,2.9,1.97,0.13,2.1,248,0.5,25.2,95.5,0,24
43281.08333,120.989823,24.778,0.52,6.9,24.2,31.1,13,31,18,3,1.92,0.14,2.07,197,0.9,26.4,85.9,0,36
43281.08333,121.01372,24.77834,0.74,4.3,29.9,8.8,7.3,21,16,3.2,1.99,0.27,2.26,221,0.1,26.3,90.8,0,24
43281.125,121.01627,24.766508,0.71,2.8,7.1,9.8,3.5,24,3,3.1,2,0.1,2.1,218,0.4,25.3,95.5,0,20
43281.125,120.989823,24.778,0.45,4.7,17.6,22.3,13.2,32,15,3.1,2.02,0.1,2.12,176,0.9,26.5,86.3,0,38
43281.125,121.01372,24.77834,0.68,2.9,16.2,9.8,6.3,22,18,3.4,2.01,0.25,2.26,175.3,0.4,26.3,90.3,0,20
43281.16667,121.01627,24.766508,0,1.6,8.9,9.7,3.2,985,896,0,0.01,0.01,0.02,87,0.1,25.6,94.8,0,22
43281.16667,120.989823,24.778,0.53,9.4,26,35.4,8.8,26,15,3.5,1.98,0.14,2.12,172,1.2,26.2,86.2,0,42
43281.16667,121.01372,24.77834,0.72,5,21.7,9.7,5.7,19,19,4,1.93,0.27,2.2,168.4,0.3,26.5,86.5,0,22
43281.20833,121.01627,24.766508,0.65,2.3,9.4,11.7,5.6,22,12,1.2,0.01,0.01,0.02,236,0.3,25.7,93.9,0,26
43281.20833,120.989823,24.778,0.51,10.3,23.2,33.5,8.6,27,13,2.6,1.96,0.14,2.1,179,1.3,26,88.6,0,43
43281.20833,121.01372,24.77834,0.7,2.1,15.7,11.7,10.2,18,18,3.9,1.93,0.25,2.18,169.9,0.8,27,83.7,0,26
43281.25,121.01627,24.766508,0.74,4.3,9.5,13.8,7,24,9,1.3,0.01,0.01,0.02,261,0.3,27,86.4,0,27
43281.25,120.989823,24.778,0.5,10,18.7,28.7,12,26,13,5.1,2,0.11,2.12,185,1,27.7,76.4,0,42
43281.25,121.01372,24.77834,0.7,4.8,14.8,13.8,9.4,22,15,4.5,1.96,0.24,2.2,340.8,0.1,28.1,78.8,0,27
43281.29167,121.01627,24.766508,0.7,5,6,11,9.2,20,4,2.5,0.01,0.01,0.02,241,0.6,29.5,72,0,27
43281.29167,121.01372,24.77834,0.62,6.9,10.1,11,11.6,20,13,3.8,1.88,0.24,2.12,281.1,0.4,30.1,67.1,0,27
43281.33333,121.01627,24.766508,0.75,6.2,9.5,15.6,13.9,15,4,2.8,0.01,0.01,0.02,260,1.1,29.7,70.8,0,25
43281.33333,120.989823,24.778,0.46,3.1,8.2,11.4,23.3,14,6,4.8,1.98,0.13,2.12,291,1.6,29.8,67.9,0,37
43281.33333,121.01372,24.77834,0.62,3.6,8.4,15.6,18.9,12,8,4,1.88,0.23,2.11,268.4,0.3,30.2,67.8,0,25
43281.375,121.01627,24.766508,0.72,4.6,8.4,13,18.5,15,5,2.7,0,0,0,247,0.8,30.3,69.4,0,21
43281.375,120.989823,24.778,0.39,2.7,7.8,10.5,29.2,13,6,4.4,1.95,0.11,2.07,217,0.8,30.8,62.8,0,34
43281.375,121.01372,24.77834,0.58,3,8,13,22.3,17,6,3.5,1.88,0.22,2.1,302.1,0.3,31,63.8,0,21
43281.41667,121.01627,24.766508,0.77,4.5,11.9,16.4,20.1,18,7,2.5,0,0,0,270,1.7,30.3,69.3,0,19
43281.41667,120.989823,24.778,0.45,2.5,8.9,11.4,27.9,14,7,5,1.91,0.12,2.03,295,1.8,30.2,67.4,0,31
43281.41667,121.01372,24.77834,0.61,2.5,7.7,16.4,23.4,18,11,2.7,1.91,0.25,2.16,297.8,0.5,31.2,65.2,0,19
43281.45833,121.01627,24.766508,0.7,3.7,8.2,12,26.3,20,8,2.8,0,0,0,261,1.4,30.8,67.5,0,20
43281.45833,120.989823,24.778,0.38,1.5,5.9,7.5,36.4,17,7,4.3,1.9,0.13,2.03,302,1.5,30.6,65.7,0,29
43281.45833,121.01372,24.77834,0.59,2.2,6.9,12,30.5,16,11,1.6,1.91,0.24,2.15,289.5,0.5,31.2,64.7,0,20
43281.5,121.01627,24.766508,0.6,3.2,10.5,13.6,37.9,19,8,3.8,2.11,0.06,2.17,325,1.4,32.7,60.4,0,22
43281.5,120.989823,24.778,0.36,0.5,3.2,3.7,42.5,17,4,2.7,1.95,0.1,2.06,334,1.9,32.9,56.9,0,27
43281.5,121.01372,24.77834,0.58,1.3,4.2,13.6,41.6,18,11,1.3,1.91,0.25,2.16,358.5,1.3,32.9,58.3,0,22
43281.54167,121.01627,24.766508,0.6,3.1,12.6,15.6,34.4,18,9,1.8,1.89,0.14,2.03,304,1.1,31.8,63.4,0,25
43281.54167,120.989823,24.778,0.34,0.4,3.6,4,44.1,16,4,4.7,1.94,0.13,2.07,305,2.1,32.9,55.6,0,27
43281.54167,121.01372,24.77834,0.58,1.1,5.1,15.6,39.4,19,12,4.1,1.9,0.23,2.13,291.1,0.6,32.6,57.4,0,25
43281.58333,121.01627,24.766508,0.61,4.3,18.1,22.4,34.9,19,10,2.7,1.91,0.13,2.04,325,1.6,32.5,58.3,0,26
43281.58333,120.989823,24.778,0.33,0.8,4.8,5.6,41.2,17,8,4.1,1.95,0.12,2.07,319,2.2,33.1,55.3,0,31
43281.58333,121.01372,24.77834,0.57,1.2,5.4,22.4,40.9,18,10,3.5,1.89,0.26,2.15,320.4,1.1,33.5,55.4,0,26
43281.625,121.01627,24.766508,0.6,4.2,10.9,15.1,30.9,21,10,2.2,1.95,0.12,2.07,286,1.5,32.5,59.2,0,28
43281.625,120.989823,24.778,0.33,1.1,4.2,5.3,37.7,16,9,3.2,1.96,0.1,2.06,311,1.9,32.6,57.2,0,32
43281.625,121.01372,24.77834,0.58,1,4,15.1,36.9,16,11,3.4,1.88,0.24,2.12,338.4,1.4,33,58,0,28
43281.66667,121.01627,24.766508,0.7,2.9,12.6,15.6,32.1,22,9,1.3,1.96,0.17,2.12,341,1.7,32.7,60.7,0,28
43281.66667,120.989823,24.778,0.36,0.4,4.3,4.8,40.4,15,7,2.8,1.94,0.13,2.07,333,2.1,32.8,58.1,0,34
43281.66667,121.01372,24.77834,0.59,0.9,3.5,15.6,38,14,12,2.2,1.9,0.19,2.09,341,1.9,32.5,60.9,0,28
43281.70833,121.01627,24.766508,0.7,5.3,18.7,24,25.3,23,11,1.3,1.95,0.12,2.08,327,1.8,30.9,66.7,0,29
43281.70833,120.989823,24.778,0.37,0.4,4.3,4.6,39,17,6,2.9,1.91,0.14,2.06,331,2.1,31.1,65.4,0,36
43281.70833,121.01372,24.77834,0.6,0.8,3.5,24,34.3,19,13,0.6,1.92,0.22,2.14,332.8,1.4,31.5,64.1,0,29
43281.75,121.01627,24.766508,0.65,2.1,12.1,14.2,24.7,23,13,1.6,1.92,0.14,2.06,115,1.4,28.6,80.8,0,31
43281.75,120.989823,24.778,0.39,0.4,13.6,14,33.5,19,8,3.8,2,0.13,2.14,354,1.4,29.7,71.7,0,36
43281.75,121.01372,24.77834,0.68,0.7,13.2,14.2,28.3,20,13,0.3,1.9,0.25,2.15,139.2,0.6,29.3,78.5,0,31
43281.79167,121.01627,24.766508,0.63,1.3,7.9,9.2,24.8,20,10,1.9,1.91,0.12,2.02,211,0.5,26.7,88.4,0,32
43281.79167,120.989823,24.778,0.43,3.4,25.6,29,26.8,22,13,2.9,1.98,0.14,2.13,180,1.4,27.4,82.4,0,35
43281.79167,121.01372,24.77834,0.68,0.6,12.1,9.2,27.8,19,13,1.1,1.87,0.23,2.1,173.1,1.2,27.4,84.8,0,32
43281.83333,121.01627,24.766508,0.6,0.8,5.8,6.6,22,14,5,1.9,1.93,0.1,2.02,198,0.5,26.4,89,0,30
43281.83333,120.989823,24.778,0.4,2.4,23.2,25.6,26.9,18,13,1.5,1.98,0.13,2.12,174,1.1,27.2,80.1,0,33
43281.875,121.01627,24.766508,0.68,1.2,12,13.2,21.2,15,9,1.6,1.96,0.16,2.11,99,2.3,25.9,91.4,0,30
43281.875,120.989823,24.778,0.41,2.3,20.2,22.5,24.4,15,8,1.6,1.97,0.13,2.1,124,1.5,26.7,86,0,31
43281.91667,121.01627,24.766508,0.7,1.2,11.5,12.7,20.6,21,13,1.4,1.94,0.15,2.09,102,1,25.3,94.3,0,31
43281.91667,120.989823,24.778,0.53,2.4,28.7,31.1,23.3,18,7,2.6,1.92,0.13,2.05,141,2.5,25.6,92.8,0,29
43281.95833,121.01627,24.766508,0.67,1.8,9.2,11,16.4,21,10,0.8,1.94,0.11,2.05,109,0.4,25.1,94.7,0,31
43281.95833,120.989823,24.778,0.52,3.5,30.3,33.8,21.1,27,13,2.7,1.89,0.13,2.03,142,2.2,25.5,91.9,0,30
43281.95833,121.01372,24.77834,0.63,0.7,8.7,11,25.3,10,7,2.3,1.89,0.22,2.11,146.4,0.8,25.3,94.2,0,31
43282,121.01627,24.766508,0.68,1.1,10.7,11.8,13.7,23,10,3,1.9,0.13,2.03,100,0.9,24.8,95.2,0,33
43282,120.989823,24.778,0.57,4.5,29,33.5,18.2,32,16,2.5,1.98,0.12,2.1,154,1.1,25.3,92,0,33
43282,121.01372,24.77834,0.63,0.5,11.6,11.8,18.1,15,7,3.2,1.94,0.23,2.17,119,0.2,25.3,95.1,0,33
43282.04167,121.01627,24.766508,0.39,1.2,6.8,7.9,10.2,23,8,3.7,1.97,0.07,2.03,236,0.4,24.8,95.8,0,32
43282.04167,120.989823,24.778,0.5,2,22.4,24.4,22.3,25,12,1.9,2.08,0.06,2.14,171,0.9,25.2,91.3,0,36
43282.04167,121.01372,24.77834,0.62,0.8,12.5,7.9,12.4,17,11,3.3,1.97,0.2,2.17,186.1,0.1,25.2,95,0,32
43282.08333,121.01627,24.766508,0.36,1,4.5,5.5,11.3,21,5,3.7,1.94,0.09,2.03,199,0.3,24.5,96,0,29
43282.08333,120.989823,24.778,0.53,5.5,23.6,29.2,15.9,23,12,2,1.99,0.13,2.12,173,1.1,25.2,88.8,0,38
43282.08333,121.01372,24.77834,0.65,1,18.3,5.5,11.6,23,13,3.2,2,0.24,2.24,174.7,0.3,24.9,94.5,0,29
43282.125,121.01627,24.766508,0.36,1.2,7.1,8.3,7.5,27,10,3.6,1.94,0.12,2.07,136,0.4,24.2,95.9,0,29
43282.125,120.989823,24.778,0.55,9.5,30.9,40.4,12.8,29,17,2.3,1.94,0.11,2.05,169,0.9,25.2,86.5,0,41
43282.125,121.01372,24.77834,0.63,1.2,19.1,8.3,10.8,23,14,3.2,2.01,0.28,2.29,149.4,0.3,24.8,94.9,0,29
43282.16667,121.01627,24.766508,0.45,4.6,17.2,21.9,2.7,36,17,3.6,1.97,0.14,2.11,142,0.2,24.1,96.3,0,33
43282.16667,120.989823,24.778,0.53,8.4,27.9,36.3,11.1,36,21,2.1,1.89,0.13,2.03,164,1.1,25.2,86.8,0,45
